iter	Passed	Remaining
148	7296	17188
149	7343	17135
150	7386	17071
151	7436	17025
152	7483	16973
153	7528	16915
154	7571	16852
155	7620	16803
156	7663	16741
157	7709	16687
158	7759	16640
159	7806	16589
160	7854	16537
161	7901	16485
162	7945	16427
163	7988	16366
164	8032	16307
165	8074	16247
166	8118	16187
167	8159	16124
168	8211	16082
169	8256	16027
170	8299	15968
171	8347	15918
172	8394	15867
173	8443	15819
174	8489	15766
175	8528	15699
176	8577	15653
177	8622	15598
178	8669	15546
179	8722	15505
180	8777	15470
181	8815	15403
182	8859	15346
183	8908	15299
184	8954	15247
185	9000	15194
186	9047	15143
187	9098	15099
188	9148	15053
189	9192	14997
190	9237	14945
191	9277	14881
192	9319	14824
193	9366	14773
194	9419	14733
195	9462	14676
196	9504	14618
197	9546	14561
198	9597	14516
199	9643	14465
200	9692	14418
201	9734	14360
202	9784	14314
203	9824	14255
204	9865	14196
205	9912	14147
206	9956	14092
207	9997	14034
208	10047	13989
209	10091	13935
210	10136	13883
211	10186	13838
212	10225	13778
213	10279	13738
214	10327	13689
215	10371	13636
216	10418	13586
217	10462	13534
218	10510	13486
219	10556	13435
220	10610	13395
221	10659	13348
222	10697	13287
223	10744	13238
224	10791	13189
225	10837	13139
226	10885	13091
227	10933	13043
228	10970	12983
229	11018	12934
230	11064	12884
231	11107	12831
232	11153	12781
233	11198	12730
234	11245	12680
235	11290	12630
236	11339	12583
237	11389	12537
238	11432	12485
239	11480	12436
240	11527	12388
241	11569	12334
242	11615	12284
243	11658	12231
244	11709	12187
245	11760	12142
246	11807	12094
247	11852	12044
248	11900	11995
249	11942	11942
250	11983	11887
251	12024	11834
252	12065	11779
253	12111	11730
254	12158	11681
255	12196	11624
256	12244	11577
257	12292	11530
258	12340	11483
259	12387	11434
260	12432	11384
261	12479	11336
262	12533	11294
263	12576	11242
264	12623	11194
265	12676	11151
266	12722	11102
267	12772	11056
268	12823	11012
269	12870	10963
270	12910	10909
271	12955	10859
272	12997	10807
273	13042	10757
274	13092	10711
275	13139	10664
276	13189	10618
277	13229	10564
278	13275	10515
279	13323	10468
280	13370	10420
281	13418	10373
282	13465	10325
283	13510	10275
284	13556	10226
285	13594	10172
286	13646	10127
287	13686	10074
288	13732	10025
289	13778	9977
290	13827	9930
291	13866	9877
292	13906	9824
293	13957	9779
294	14000	9729
295	14051	9683
296	14090	9631
297	14132	9579
298	14180	9532
299	14226	9484
300	14266	9432
301	14317	9386
302	14370	9343
303	14422	9298
304	14472	9252
305	14522	9206
306	14571	9160
307	14616	9111
308	14663	9064
309	14704	9012
310	14759	8969
311	14798	8916
312	14848	8871
313	14897	8824
314	14943	8776
315	14985	8725
316	15030	8676
317	15070	8625
318	15113	8575
319	15152	8523
320	15196	8474
321	15243	8426
322	15294	8381
323	15348	8337
324	15395	8290
325	15442	8242
326	15486	8193
327	15526	8141
328	15574	8094
329	15617	8045
330	15662	7996
331	15709	7949
332	15757	7902
333	15809	7857
334	15854	7808
335	15895	7758
336	15937	7708
337	15979	7658
338	16022	7609
339	16066	7560
340	16108	7511
341	16160	7466
342	16208	7419
343	16258	7372
344	16304	7325
345	16358	7280
346	16411	7236
347	16456	7188
348	16506	7141
349	16543	7090
350	16590	7042
351	16633	6993
352	16678	6945
353	16725	6898
354	16774	6851
355	16823	6804
356	16865	6755
357	16906	6705
358	16947	6656
359	16995	6609
360	17044	6562
361	17090	6515
362	17135	6467
363	17183	6420
364	17225	6371
365	17265	6321
366	17316	6275
367	17359	6226
368	17409	6180
369	17451	6131
370	17494	6082
371	17541	6035
372	17586	5988
373	17630	5939
374	17676	5892
375	17718	5843
376	17766	5796
377	17813	5749
378	17863	5703
379	17903	5653
380	17957	5608
381	18000	5560
382	18046	5513
383	18095	5466
384	18140	5418
385	18182	5370
386	18218	5319
387	18264	5272
388	18313	5225
389	18349	5175
390	18389	5126
391	18437	5079
392	18489	5033
393	18528	4984
394	18576	4938
395	18618	4889
396	18658	4840
397	18699	4792
398	18745	4745
399	18792	4698
400	18841	4651
401	18880	4602
402	18929	4556
403	18982	4510
404	19032	4464
405	19082	4418
406	19136	4372
407	19186	4326
408	19239	4280
409	19285	4233
410	19331	4186
411	19381	4139
412	19427	4092
413	19466	4043
414	19509	3996
415	19555	3948
416	19603	3901
417	19645	3853
418	19693	3807
419	19739	3759
420	19786	3712
421	19831	3665
422	19875	3618
423	19919	3570
424	19965	3523
425	20020	3477
426	20061	3429
427	20111	3383
428	20155	3335
429	20201	3288
430	20238	3240
431	20279	3192
432	20332	3146
433	20378	3098
434	20424	3051
435	20466	3004
436	20510	2956
437	20555	2909
438	20593	2861
439	20643	2814
440	20691	2768
441	20736	2721
442	20785	2674
443	20831	2627
444	20880	2580
445	20932	2534
446	20977	2487
447	21025	2440
448	21065	2392
449	21111	2345
450	21162	2299
451	21199	2251
452	21240	2203
453	21288	2157
454	21334	2109
455	21387	2063
456	21427	2016
457	21472	1969
458	21523	1922
459	21567	1875
460	21617	1828
461	21664	1781
462	21710	1734
463	21752	1687
464	21796	1640
465	21840	1593
466	21885	1546
467	21937	1499
468	21986	1453
469	22033	1406
470	22078	1359
471	22117	1312
472	22160	1264
473	22206	1218
474	22247	1170
475	22288	1123
476	22335	1076
477	22382	1030
478	22432	983
479	22480	936
480	22527	889
481	22572	842
482	22622	796
483	22675	749
484	22716	702
485	22753	655
486	22805	608
487	22848	561
488	22885	514
489	22933	468
490	22978	421
491	23035	374
492	23087	327
493	23139	281
494	23185	234
495	23224	187
496	23274	140
497	23317	93
498	23365	46
499	23406	0
